5.044129211455583572e-03,4.955478012561798096e-03
5.049673374742269516e-03,4.949828144162893295e-03
5.042347591370344162e-03,4.957290831953287125e-03
5.043542943894863129e-03,4.956074524670839310e-03
5.043542943894863129e-03,4.956074524670839310e-03
5.040308460593223572e-03,4.959363956004381180e-03
5.039467010647058487e-03,4.960219375789165497e-03
5.038854666054248810e-03,4.960841033607721329e-03
5.035527981817722321e-03,4.964217543601989746e-03
5.041962955147027969e-03,-4.957681987434625626e-03
5.037158727645874023e-03,-4.962562583386898041e-03
5.033451598137617111e-03,-4.966323263943195343e-03
5.033451598137617111e-03,-4.966323263943195343e-03
5.037196911871433258e-03,-4.962524399161338806e-03
5.029572639614343643e-03,-4.970251116901636124e-03
5.024834536015987396e-03,-4.975041840225458145e-03
5.023436155170202255e-03,-4.976453725248575211e-03
5.020629148930311203e-03,-4.979285411536693573e-03
5.020629148930311203e-03,-4.979285411536693573e-03
5.003394559025764465e-03,-4.996602889150381088e-03
5.003394559025764465e-03,-4.996602889150381088e-03
4.997176118195056915e-03,-5.002822261303663254e-03
4.997176118195056915e-03,-5.002822261303663254e-03
4.994098097085952759e-03,-5.005895160138607025e-03
4.986194428056478500e-03,-5.013767629861831665e-03
4.984961356967687607e-03,-5.014993716031312943e-03
4.974413663148880005e-03,-5.025456193834543228e-03
4.974413663148880005e-03,-5.025456193834543228e-03
4.967709537595510483e-03,-5.032083019614219666e-03
4.957921337336301804e-03,-5.041727330535650253e-03
4.955107811838388443e-03,-5.044492892920970917e-03
4.949031397700309753e-03,-5.050454288721084595e-03
4.942008294165134430e-03,-5.057326983660459518e-03
4.940195474773645401e-03,-5.059097427874803543e-03
4.932702984660863876e-03,-5.066403187811374664e-03
4.932702984660863876e-03,-5.066403187811374664e-03
4.925186280161142349e-03,-5.073710810393095016e-03
4.912292584776878357e-03,-5.086195189505815506e-03
4.905166570097208023e-03,-5.093067884445190430e-03
4.903845954686403275e-03,-5.094339605420827866e-03
4.893851466476917267e-03,-5.103941075503826141e-03
4.893925506621599197e-03,-5.103870294988155365e-03
4.876265302300453186e-03,-5.120745860040187836e-03
4.869612399488687515e-03,-5.127072799950838089e-03
4.869612399488687515e-03,-5.127072799950838089e-03
4.857998341321945190e-03,-5.138078704476356506e-03
4.849286284297704697e-03,-5.146301817148923874e-03
4.844480194151401520e-03,-5.150826182216405869e-03
4.836488980799913406e-03,-5.158330313861370087e-03
4.830121994018554688e-03,-5.164292640984058380e-03
4.819291178137063980e-03,-5.174401681870222092e-03
4.808030556887388229e-03,-5.184866487979888916e-03
4.802547395229339600e-03,-5.189945921301841736e-03
4.802547395229339600e-03,-5.189945921301841736e-03
4.791820421814918518e-03,-5.199851933866739273e-03
4.781948868185281754e-03,-5.208931397646665573e-03
4.783363547176122665e-03,-5.207632202655076981e-03
4.760831594467163086e-03,-5.228239111602306366e-03
4.757678601890802383e-03,-5.231108516454696655e-03
4.754119087010622025e-03,-5.234343465417623520e-03
4.754119087010622025e-03,-5.234343465417623520e-03
4.733127076178789139e-03,-5.253333132714033127e-03
4.722630605101585388e-03,-5.262771155685186386e-03
4.723303485661745071e-03,-5.262167192995548248e-03
